Jahr,Profs,StudierendeGesamt,Drittmitteleinnahmen,Zitationen,ExzGefoerdertDummy_U,ExzDreiFLDummy_U,LuFid,EinheitlicheID
2017,,14,,5,nicht gefoerdert,nicht gefoerdert,28,113
2018,,27,,1,nicht gefoerdert,nicht gefoerdert,28,113
2016,4,,,98,nicht gefoerdert,nicht gefoerdert,39,113
2017,5,,,96,nicht gefoerdert,nicht gefoerdert,39,113
2018,5,,,143,nicht gefoerdert,nicht gefoerdert,39,113
2016,18,537,1955.572543716811,24,nicht gefoerdert,nicht gefoerdert,17,113
2017,18,671,3620.896516268351,35,nicht gefoerdert,nicht gefoerdert,17,113
2018,15,837,4343.402698539631,33,nicht gefoerdert,nicht gefoerdert,17,113
2016,,,,,nicht gefoerdert,nicht gefoerdert,46,113
2017,,,,,nicht gefoerdert,nicht gefoerdert,46,113
2018,,,,,nicht gefoerdert,nicht gefoerdert,46,113
2016,6,633,442.2048500908602,6,nicht gefoerdert,nicht gefoerdert,49,113
2017,6,614,516.6834266323954,24,nicht gefoerdert,nicht gefoerdert,49,113
2018,6,621,642.3449928069321,22,nicht gefoerdert,nicht gefoerdert,49,113
2016,,,,,nicht gefoerdert,nicht gefoerdert,41,113
2017,,,,,nicht gefoerdert,nicht gefoerdert,41,113
2018,,,,,nicht gefoerdert,nicht gefoerdert,41,113
2016,,,,25,nicht gefoerdert,nicht gefoerdert,38,113
2017,,,,42,nicht gefoerdert,nicht gefoerdert,38,113
2018,,,,40,nicht gefoerdert,nicht gefoerdert,38,113
2016,2,10,,14,nicht gefoerdert,nicht gefoerdert,48,113
2017,2,15,,27,nicht gefoerdert,nicht gefoerdert,48,113
2018,1,18,,17,nicht gefoerdert,nicht gefoerdert,48,113
2016,,,,,nicht gefoerdert,nicht gefoerdert,47,113
2017,,,,,nicht gefoerdert,nicht gefoerdert,47,113
2018,,,,1,nicht gefoerdert,nicht gefoerdert,47,113
2016,2,,,1,nicht gefoerdert,nicht gefoerdert,42,113
2017,2,,,,nicht gefoerdert,nicht gefoerdert,42,113
2018,2,,,1,nicht gefoerdert,nicht gefoerdert,42,113
2016,,,,4,nicht gefoerdert,nicht gefoerdert,53,113
2017,,,,6,nicht gefoerdert,nicht gefoerdert,53,113
2018,,,,10,nicht gefoerdert,nicht gefoerdert,53,113
2016,33,3672,2521.163854995971,439,nicht gefoerdert,nicht gefoerdert,56,113
2017,32,3719,2356.702631627917,510,nicht gefoerdert,nicht gefoerdert,56,113
2018,34,3492,1830.89543442179,569,nicht gefoerdert,nicht gefoerdert,56,113
2016,,,,,nicht gefoerdert,nicht gefoerdert,54,113
2017,,,,,nicht gefoerdert,nicht gefoerdert,54,113
2018,,,,,nicht gefoerdert,nicht gefoerdert,54,113
2016,0,1,0,,nicht gefoerdert,nicht gefoerdert,33,113
2017,0,,0,,nicht gefoerdert,nicht gefoerdert,33,113
2018,0,,0,,nicht gefoerdert,nicht gefoerdert,33,113
2016,22,989,1218.486082529075,1125,nicht gefoerdert,nicht gefoerdert,32,113
2017,24,853,883.4208411891769,1283,nicht gefoerdert,nicht gefoerdert,32,113
2018,23,851,874.3372607642006,1532,nicht gefoerdert,nicht gefoerdert,32,113
2016,22,1959,4280.710344330952,365,nicht gefoerdert,nicht gefoerdert,25,113
2017,21,2071,5874.339278636514,385,nicht gefoerdert,nicht gefoerdert,25,113
2018,21,2229,5017.285301052619,515,nicht gefoerdert,nicht gefoerdert,25,113
2016,15,329,3787.170296212706,4340,nicht gefoerdert,nicht gefoerdert,37,113
2017,15,358,6087.367051236045,4691,nicht gefoerdert,nicht gefoerdert,37,113
2018,15,350,4151.138857945588,5289,nicht gefoerdert,nicht gefoerdert,37,113
2016,11,497,5125.122751885174,2763,nicht gefoerdert,nicht gefoerdert,13,113
2017,13,540,4379.09432506613,3085,nicht gefoerdert,nicht gefoerdert,13,113
2018,13,543,3785.367896897245,3285,nicht gefoerdert,nicht gefoerdert,13,113
2016,,,,14,nicht gefoerdert,nicht gefoerdert,35,113
2017,,,,8,nicht gefoerdert,nicht gefoerdert,35,113
2018,,,,8,nicht gefoerdert,nicht gefoerdert,35,113
2016,,,,195,nicht gefoerdert,nicht gefoerdert,12,113
2017,,,,195,nicht gefoerdert,nicht gefoerdert,12,113
2018,,,,225,nicht gefoerdert,nicht gefoerdert,12,113
2016,,,,91,nicht gefoerdert,nicht gefoerdert,21,113
2017,,,,148,nicht gefoerdert,nicht gefoerdert,21,113
2018,,,,205,nicht gefoerdert,nicht gefoerdert,21,113
2016,,,0,2,nicht gefoerdert,nicht gefoerdert,20,113
2017,,,0,4,nicht gefoerdert,nicht gefoerdert,20,113
2018,,,0,2,nicht gefoerdert,nicht gefoerdert,20,113
2016,,,,,nicht gefoerdert,nicht gefoerdert,30,113
2017,,,,,nicht gefoerdert,nicht gefoerdert,30,113
2018,,,,,nicht gefoerdert,nicht gefoerdert,30,113
2016,,,,38,nicht gefoerdert,nicht gefoerdert,2,113
2017,,,,38,nicht gefoerdert,nicht gefoerdert,2,113
2018,,,,39,nicht gefoerdert,nicht gefoerdert,2,113
2016,,,,6,nicht gefoerdert,nicht gefoerdert,19,113
2017,,,,6,nicht gefoerdert,nicht gefoerdert,19,113
2018,,,,4,nicht gefoerdert,nicht gefoerdert,19,113
2016,3,113,41.12290536582731,34,nicht gefoerdert,nicht gefoerdert,16,113
2017,4,102,203.4702702236181,26,nicht gefoerdert,nicht gefoerdert,16,113
2018,4,87,164.893955191872,42,nicht gefoerdert,nicht gefoerdert,16,113
2016,1,,,,nicht gefoerdert,nicht gefoerdert,26,113
2017,1,,0,,nicht gefoerdert,nicht gefoerdert,26,113
2018,1,,0,,nicht gefoerdert,nicht gefoerdert,26,113
2016,,1333,,12,nicht gefoerdert,nicht gefoerdert,55,113
2017,,1294,,28,nicht gefoerdert,nicht gefoerdert,55,113
2018,,1225,,31,nicht gefoerdert,nicht gefoerdert,55,113
2016,,,,19,nicht gefoerdert,nicht gefoerdert,9,113
2017,,,,15,nicht gefoerdert,nicht gefoerdert,9,113
2018,,,,20,nicht gefoerdert,nicht gefoerdert,9,113
2016,12,1505,13471.76243061207,1818,nicht gefoerdert,nicht gefoerdert,31,113
2017,13,1489,11256.73140068824,2210,nicht gefoerdert,nicht gefoerdert,31,113
2018,12,1459,11285.86427559183,2266,nicht gefoerdert,nicht gefoerdert,31,113
2016,15,566,2656.540058867336,470,nicht gefoerdert,nicht gefoerdert,15,113
2017,14,561,2660.512297518901,515,nicht gefoerdert,nicht gefoerdert,15,113
2018,14,562,2676.438685799104,579,nicht gefoerdert,nicht gefoerdert,15,113
2016,,,,35,nicht gefoerdert,nicht gefoerdert,51,113
2017,,,,19,nicht gefoerdert,nicht gefoerdert,51,113
2018,,,,35,nicht gefoerdert,nicht gefoerdert,51,113
2016,,,,,nicht gefoerdert,nicht gefoerdert,6,113
2017,,,,,nicht gefoerdert,nicht gefoerdert,6,113
2018,,,,,nicht gefoerdert,nicht gefoerdert,6,113
2016,,,,6,nicht gefoerdert,nicht gefoerdert,40,113
2017,,,,6,nicht gefoerdert,nicht gefoerdert,40,113
2018,,,,5,nicht gefoerdert,nicht gefoerdert,40,113
2016,,,,15,nicht gefoerdert,nicht gefoerdert,8,113
2017,,,,15,nicht gefoerdert,nicht gefoerdert,8,113
2018,,,,10,nicht gefoerdert,nicht gefoerdert,8,113
2016,,,,,nicht gefoerdert,nicht gefoerdert,52,113
2017,,,,,nicht gefoerdert,nicht gefoerdert,52,113
2018,,,,,nicht gefoerdert,nicht gefoerdert,52,113
2016,6,105,59.66666734414877,,nicht gefoerdert,nicht gefoerdert,29,113
2017,6,82,65.53797184765865,,nicht gefoerdert,nicht gefoerdert,29,113
2018,6,63,87.79505252890506,,nicht gefoerdert,nicht gefoerdert,29,113
2016,,,,,nicht gefoerdert,nicht gefoerdert,11,113
2017,,,,,nicht gefoerdert,nicht gefoerdert,11,113
2018,,,,,nicht gefoerdert,nicht gefoerdert,11,113
2016,3,123,50.39385576775944,18,nicht gefoerdert,nicht gefoerdert,24,113
2017,3,119,41.24519787589869,25,nicht gefoerdert,nicht gefoerdert,24,113
2018,3,107,83.51857392234412,39,nicht gefoerdert,nicht gefoerdert,24,113
2016,,,,,nicht gefoerdert,nicht gefoerdert,14,113
2017,,,,,nicht gefoerdert,nicht gefoerdert,14,113
2018,,,,,nicht gefoerdert,nicht gefoerdert,14,113
2016,9,379,1576.756994033281,1,nicht gefoerdert,nicht gefoerdert,34,113
2017,9,368,1510.600237370982,,nicht gefoerdert,nicht gefoerdert,34,113
2018,8,378,1681.541189095976,3,nicht gefoerdert,nicht gefoerdert,34,113
2016,8,2189,393.312848450556,,nicht gefoerdert,nicht gefoerdert,50,118
2017,7,2250,3462.444559938744,,nicht gefoerdert,nicht gefoerdert,50,118
2018,7,2248,3607.558156491362,,nicht gefoerdert,nicht gefoerdert,50,118
2016,4,61,49.96648180709404,1,nicht gefoerdert,nicht gefoerdert,18,118
2017,5,61,22.51052158253199,,nicht gefoerdert,nicht gefoerdert,18,118
2018,5,53,3.594438368690797,1,nicht gefoerdert,nicht gefoerdert,18,118
2016,3,49,50.4990689543459,1,nicht gefoerdert,nicht gefoerdert,27,118
2017,4,35,48.08051064454383,,nicht gefoerdert,nicht gefoerdert,27,118
2018,4,35,103.3850363218079,1,nicht gefoerdert,nicht gefoerdert,27,118
2016,4,117,118.8221581510228,3,nicht gefoerdert,nicht gefoerdert,36,118
2017,5,134,83.26441283443532,18,nicht gefoerdert,nicht gefoerdert,36,118
2018,4,140,45.13895563542622,12,nicht gefoerdert,nicht gefoerdert,36,118
2016,6,524,418.6862256181857,4,nicht gefoerdert,nicht gefoerdert,23,118
2017,6,478,330.3778561748304,8,nicht gefoerdert,nicht gefoerdert,23,118
2018,6,456,271.298320291848,6,nicht gefoerdert,nicht gefoerdert,23,118
2016,,,,10,nicht gefoerdert,nicht gefoerdert,10,118
2017,,,,8,nicht gefoerdert,nicht gefoerdert,10,118
2018,,,,16,nicht gefoerdert,nicht gefoerdert,10,118
2016,,721,3130.503620502529,1,nicht gefoerdert,nicht gefoerdert,3,118
2017,,699,,2,nicht gefoerdert,nicht gefoerdert,3,118
2018,,691,,9,nicht gefoerdert,nicht gefoerdert,3,118
2016,,,,,nicht gefoerdert,nicht gefoerdert,4,118
2017,,,,,nicht gefoerdert,nicht gefoerdert,4,118
2018,,,,1,nicht gefoerdert,nicht gefoerdert,4,118
2016,15,1361,597.349141962299,22,nicht gefoerdert,nicht gefoerdert,22,118
2017,14,1414,314.0228634220971,18,nicht gefoerdert,nicht gefoerdert,22,118
2018,15,1408,407.8186940649001,31,nicht gefoerdert,nicht gefoerdert,22,118
2016,7,688,60.44134214150396,22,nicht gefoerdert,nicht gefoerdert,5,118
2017,5,690,60.08234049773115,18,nicht gefoerdert,nicht gefoerdert,5,118
2018,6,706,22.20733826176107,31,nicht gefoerdert,nicht gefoerdert,5,118
2016,6,127,55.95903023241494,22,nicht gefoerdert,nicht gefoerdert,44,118
2017,5,124,12.87282680125251,18,nicht gefoerdert,nicht gefoerdert,44,118
2018,5,115,31.91681689338274,31,nicht gefoerdert,nicht gefoerdert,44,118
2016,,,,22,nicht gefoerdert,nicht gefoerdert,45,118
2017,,,,18,nicht gefoerdert,nicht gefoerdert,45,118
2018,,,,31,nicht gefoerdert,nicht gefoerdert,45,118
2016,,,,22,nicht gefoerdert,nicht gefoerdert,7,118
2017,,,,18,nicht gefoerdert,nicht gefoerdert,7,118
2018,,,,31,nicht gefoerdert,nicht gefoerdert,7,118
2016,,,,,nicht gefoerdert,nicht gefoerdert,28,118
2017,,,,2,nicht gefoerdert,nicht gefoerdert,28,118
2018,,,,3,nicht gefoerdert,nicht gefoerdert,28,118
2016,5,,,136,nicht gefoerdert,nicht gefoerdert,39,118
2017,5,0,,198,nicht gefoerdert,nicht gefoerdert,39,118
2018,5,64,191.0012677905885,273,nicht gefoerdert,nicht gefoerdert,39,118
2016,19,172,1240.896668864976,28,nicht gefoerdert,nicht gefoerdert,17,118
2017,17,181,944.367767291079,31,nicht gefoerdert,nicht gefoerdert,17,118
2018,16,213,691.0604484870903,29,nicht gefoerdert,nicht gefoerdert,17,118
2016,,,,,nicht gefoerdert,nicht gefoerdert,46,118
2017,,,,,nicht gefoerdert,nicht gefoerdert,46,118
2018,,,,,nicht gefoerdert,nicht gefoerdert,46,118
2016,,,,1,nicht gefoerdert,nicht gefoerdert,49,118
2017,,,,1,nicht gefoerdert,nicht gefoerdert,49,118
2018,,,,2,nicht gefoerdert,nicht gefoerdert,49,118
2016,,,,,nicht gefoerdert,nicht gefoerdert,41,118
2017,,,,,nicht gefoerdert,nicht gefoerdert,41,118
2018,,,,,nicht gefoerdert,nicht gefoerdert,41,118
2016,,,,,nicht gefoerdert,nicht gefoerdert,43,118
2017,,,,,nicht gefoerdert,nicht gefoerdert,43,118
2018,,,,,nicht gefoerdert,nicht gefoerdert,43,118
2016,7,0,,33,nicht gefoerdert,nicht gefoerdert,38,118
2017,4,0,,43,nicht gefoerdert,nicht gefoerdert,38,118
2018,5,0,,46,nicht gefoerdert,nicht gefoerdert,38,118
2016,7,901,1212.661032701184,26,nicht gefoerdert,nicht gefoerdert,48,118
2017,10,864,1529.302794122782,25,nicht gefoerdert,nicht gefoerdert,48,118
2018,9,795,1151.729990361069,46,nicht gefoerdert,nicht gefoerdert,48,118
2016,5,1136,,2,nicht gefoerdert,nicht gefoerdert,47,118
2017,5,1166,,5,nicht gefoerdert,nicht gefoerdert,47,118
2018,6,1412,0,1,nicht gefoerdert,nicht gefoerdert,47,118
2016,9,633,,5,nicht gefoerdert,nicht gefoerdert,42,118
2017,10,634,,3,nicht gefoerdert,nicht gefoerdert,42,118
2018,10,651,,15,nicht gefoerdert,nicht gefoerdert,42,118
2016,,,,8,nicht gefoerdert,nicht gefoerdert,53,118
2017,,,,19,nicht gefoerdert,nicht gefoerdert,53,118
2018,,,,16,nicht gefoerdert,nicht gefoerdert,53,118
2016,35,3644,2795.723401646701,238,nicht gefoerdert,nicht gefoerdert,56,118
2017,35,3527,3834.499460056654,325,nicht gefoerdert,nicht gefoerdert,56,118
2018,38,3360,4370.170997069749,271,nicht gefoerdert,nicht gefoerdert,56,118
2016,,,,,nicht gefoerdert,nicht gefoerdert,54,118
2017,,,,,nicht gefoerdert,nicht gefoerdert,54,118
2018,,,,,nicht gefoerdert,nicht gefoerdert,54,118
2016,,3,,,nicht gefoerdert,nicht gefoerdert,33,118
2017,,,,,nicht gefoerdert,nicht gefoerdert,33,118
2018,,,,,nicht gefoerdert,nicht gefoerdert,33,118
2016,12,930,293.4348107940133,373,nicht gefoerdert,nicht gefoerdert,32,118
2017,12,840,345.8289087704523,459,nicht gefoerdert,nicht gefoerdert,32,118
2018,11,784,327.8630901730199,509,nicht gefoerdert,nicht gefoerdert,32,118
2016,11,1174,,152,nicht gefoerdert,nicht gefoerdert,25,118
2017,11,1214,,212,nicht gefoerdert,nicht gefoerdert,25,118
2018,10,1327,,259,nicht gefoerdert,nicht gefoerdert,25,118
2016,13,294,2854.435812169532,10300,nicht gefoerdert,nicht gefoerdert,37,118
2017,14,318,2318.078601939025,9596,nicht gefoerdert,nicht gefoerdert,37,118
2018,14,346,3344.447856671064,10519,nicht gefoerdert,nicht gefoerdert,37,118
2016,9,304,1931.256910353295,2117,nicht gefoerdert,nicht gefoerdert,13,118
2017,9,316,1767.645916889101,2313,nicht gefoerdert,nicht gefoerdert,13,118
2018,8,294,1291.96157129076,2421,nicht gefoerdert,nicht gefoerdert,13,118
2016,,,,5,nicht gefoerdert,nicht gefoerdert,35,118
2017,,,,10,nicht gefoerdert,nicht gefoerdert,35,118
2018,,,,16,nicht gefoerdert,nicht gefoerdert,35,118
2016,2,213,,317,nicht gefoerdert,nicht gefoerdert,12,118
2017,2,196,,337,nicht gefoerdert,nicht gefoerdert,12,118
2018,2,166,,344,nicht gefoerdert,nicht gefoerdert,12,118
2016,,,,281,nicht gefoerdert,nicht gefoerdert,21,118
2017,,,,288,nicht gefoerdert,nicht gefoerdert,21,118
2018,,,,395,nicht gefoerdert,nicht gefoerdert,21,118
2016,,1,,3,nicht gefoerdert,nicht gefoerdert,20,118
2017,,1,,7,nicht gefoerdert,nicht gefoerdert,20,118
2018,,,,7,nicht gefoerdert,nicht gefoerdert,20,118
2016,,,,21,nicht gefoerdert,nicht gefoerdert,2,118
2017,,,,20,nicht gefoerdert,nicht gefoerdert,2,118
2018,,,,23,nicht gefoerdert,nicht gefoerdert,2,118
2016,,,,,nicht gefoerdert,nicht gefoerdert,19,118
2017,,,,5,nicht gefoerdert,nicht gefoerdert,19,118
2018,,,,1,nicht gefoerdert,nicht gefoerdert,19,118
2016,,,,3,nicht gefoerdert,nicht gefoerdert,16,118
2017,,,,9,nicht gefoerdert,nicht gefoerdert,16,118
2018,,,,4,nicht gefoerdert,nicht gefoerdert,16,118
2016,,199,349.5660991157899,,nicht gefoerdert,nicht gefoerdert,26,118
2017,,184,,,nicht gefoerdert,nicht gefoerdert,26,118
2018,,190,,,nicht gefoerdert,nicht gefoerdert,26,118
2016,,851,,64,nicht gefoerdert,nicht gefoerdert,55,118
2017,,818,,73,nicht gefoerdert,nicht gefoerdert,55,118
2018,,748,,126,nicht gefoerdert,nicht gefoerdert,55,118
2016,,,,14,nicht gefoerdert,nicht gefoerdert,9,118
2017,,,,16,nicht gefoerdert,nicht gefoerdert,9,118
2018,,,,8,nicht gefoerdert,nicht gefoerdert,9,118
2016,17,822,4682.348950707953,1306,nicht gefoerdert,nicht gefoerdert,31,118
2017,19,758,3542.940605435337,1592,nicht gefoerdert,nicht gefoerdert,31,118
2018,19,707,3803.726210049836,1718,nicht gefoerdert,nicht gefoerdert,31,118
2016,15,379,4563.212417459206,173,nicht gefoerdert,nicht gefoerdert,15,118
2017,13,343,3897.455576388849,176,nicht gefoerdert,nicht gefoerdert,15,118
2018,12,360,4789.611503765449,237,nicht gefoerdert,nicht gefoerdert,15,118
2016,,175,,30,nicht gefoerdert,nicht gefoerdert,51,118
2017,,175,,84,nicht gefoerdert,nicht gefoerdert,51,118
2018,,154,,83,nicht gefoerdert,nicht gefoerdert,51,118
2016,11,637,233.8193612660342,,nicht gefoerdert,nicht gefoerdert,6,118
2017,12,629,170.7081423785869,,nicht gefoerdert,nicht gefoerdert,6,118
2018,11,626,228.605383503933,2,nicht gefoerdert,nicht gefoerdert,6,118
2016,,,,1,nicht gefoerdert,nicht gefoerdert,40,118
2017,,,,3,nicht gefoerdert,nicht gefoerdert,40,118
2018,,,,2,nicht gefoerdert,nicht gefoerdert,40,118
2016,14,498,869.4236371118191,86,nicht gefoerdert,nicht gefoerdert,8,118
2017,12,467,1551.632168191898,76,nicht gefoerdert,nicht gefoerdert,8,118
2018,12,468,929.9468466028625,139,nicht gefoerdert,nicht gefoerdert,8,118
2016,,,,,nicht gefoerdert,nicht gefoerdert,52,118
2017,,,,,nicht gefoerdert,nicht gefoerdert,52,118
2018,,,,,nicht gefoerdert,nicht gefoerdert,52,118
2016,4,50,34.82774560194743,,nicht gefoerdert,nicht gefoerdert,29,118
2017,4,57,0,,nicht gefoerdert,nicht gefoerdert,29,118
2018,4,67,0,,nicht gefoerdert,nicht gefoerdert,29,118
2016,1,,,,nicht gefoerdert,nicht gefoerdert,11,118
2017,2,,,,nicht gefoerdert,nicht gefoerdert,11,118
2018,2,,,,nicht gefoerdert,nicht gefoerdert,11,118
2016,,,,26,nicht gefoerdert,nicht gefoerdert,24,118
2017,,,,26,nicht gefoerdert,nicht gefoerdert,24,118
2018,,,,26,nicht gefoerdert,nicht gefoerdert,24,118
2016,,,,,nicht gefoerdert,nicht gefoerdert,14,118
2017,,,,,nicht gefoerdert,nicht gefoerdert,14,118
2018,,,,,nicht gefoerdert,nicht gefoerdert,14,118
2016,4,29,27.71229095535293,,nicht gefoerdert,nicht gefoerdert,34,118
2017,4,20,102.7246110425517,,nicht gefoerdert,nicht gefoerdert,34,118
2018,3,13,110.9054961045801,,nicht gefoerdert,nicht gefoerdert,34,118
2016,,518,0,,nicht gefoerdert,nicht gefoerdert,50,58
2017,,593,0,,nicht gefoerdert,nicht gefoerdert,50,58
2018,,708,8.378636159643062,,nicht gefoerdert,nicht gefoerdert,50,58
2016,4,116,3.06890130685987,1,nicht gefoerdert,nicht gefoerdert,18,58
2017,3,122,10.0503199047149,,nicht gefoerdert,nicht gefoerdert,18,58
2018,4,118,0,1,nicht gefoerdert,nicht gefoerdert,18,58
2016,3,86,0,1,nicht gefoerdert,nicht gefoerdert,27,58
2017,3,87,8.354986247756207,,nicht gefoerdert,nicht gefoerdert,27,58
2018,3,71,0,1,nicht gefoerdert,nicht gefoerdert,27,58
2016,4,271,139.6489773721935,6,nicht gefoerdert,nicht gefoerdert,36,58
2017,5,341,261.8719242105464,28,nicht gefoerdert,nicht gefoerdert,36,58
2018,5,385,417.9927437501565,12,nicht gefoerdert,nicht gefoerdert,36,58
2016,7,485,320.1871619526069,4,nicht gefoerdert,nicht gefoerdert,23,58
2017,7,459,988.0613446694352,11,nicht gefoerdert,nicht gefoerdert,23,58
2018,7,475,706.2720923573243,4,nicht gefoerdert,nicht gefoerdert,23,58
2016,,,,3,nicht gefoerdert,nicht gefoerdert,10,58
2017,,,,1,nicht gefoerdert,nicht gefoerdert,10,58
2018,,,,5,nicht gefoerdert,nicht gefoerdert,10,58
2016,4,16,255.4301682605654,3,nicht gefoerdert,nicht gefoerdert,3,58
2017,4,21,348.5590174519149,1,nicht gefoerdert,nicht gefoerdert,3,58
2018,4,28,335.8427477392556,5,nicht gefoerdert,nicht gefoerdert,3,58
2016,4,87,0,,nicht gefoerdert,nicht gefoerdert,4,58
2017,4,85,4.111619357457719,1,nicht gefoerdert,nicht gefoerdert,4,58
2018,4,92,14.72461648939627,,nicht gefoerdert,nicht gefoerdert,4,58
2016,8,2770,448.7104362279131,23,nicht gefoerdert,nicht gefoerdert,22,58
2017,8,2716,459.0301932141581,16,nicht gefoerdert,nicht gefoerdert,22,58
2018,7,1871,477.0439922605489,16,nicht gefoerdert,nicht gefoerdert,22,58
2016,8,1074,104.3789542064844,23,nicht gefoerdert,nicht gefoerdert,5,58
2017,9,1044,57.84080623601255,16,nicht gefoerdert,nicht gefoerdert,5,58
2018,8,1092,59.36484866881809,16,nicht gefoerdert,nicht gefoerdert,5,58
2016,7,338,193.4152670489688,23,nicht gefoerdert,nicht gefoerdert,44,58
2017,6,337,166.2086005055684,16,nicht gefoerdert,nicht gefoerdert,44,58
2018,5,344,193.0321205326888,16,nicht gefoerdert,nicht gefoerdert,44,58
2016,,,,23,nicht gefoerdert,nicht gefoerdert,45,58
2017,,,,16,nicht gefoerdert,nicht gefoerdert,45,58
2018,,,,16,nicht gefoerdert,nicht gefoerdert,45,58
2016,,,,23,nicht gefoerdert,nicht gefoerdert,7,58
2017,,,,16,nicht gefoerdert,nicht gefoerdert,7,58
2018,,,,16,nicht gefoerdert,nicht gefoerdert,7,58
2016,,42,,4,nicht gefoerdert,nicht gefoerdert,28,58
2017,,,,8,nicht gefoerdert,nicht gefoerdert,28,58
2018,,,,7,nicht gefoerdert,nicht gefoerdert,28,58
2016,7,463,271.4124853402996,386,nicht gefoerdert,nicht gefoerdert,39,58
2017,7,502,375.575478290894,396,nicht gefoerdert,nicht gefoerdert,39,58
2018,7,515,241.2802679622545,404,nicht gefoerdert,nicht gefoerdert,39,58
2016,18,778,472.4608976837377,54,nicht gefoerdert,nicht gefoerdert,17,58
2017,18,802,484.0503353722627,59,nicht gefoerdert,nicht gefoerdert,17,58
2018,19,856,1173.013501511031,132,nicht gefoerdert,nicht gefoerdert,17,58
2016,,,,,nicht gefoerdert,nicht gefoerdert,46,58
2017,,,,,nicht gefoerdert,nicht gefoerdert,46,58
2018,,,,,nicht gefoerdert,nicht gefoerdert,46,58
2016,5,448,222.3687198408208,5,nicht gefoerdert,nicht gefoerdert,49,58
2017,5,435,300.3485872230141,3,nicht gefoerdert,nicht gefoerdert,49,58
2018,5,411,323.9227057592468,14,nicht gefoerdert,nicht gefoerdert,49,58
2016,,,.608007446080077,,nicht gefoerdert,nicht gefoerdert,41,58
2017,,,0,,nicht gefoerdert,nicht gefoerdert,41,58
2018,,,0,,nicht gefoerdert,nicht gefoerdert,41,58
2016,,,,,nicht gefoerdert,nicht gefoerdert,43,58
2017,,,,,nicht gefoerdert,nicht gefoerdert,43,58
2018,,,,,nicht gefoerdert,nicht gefoerdert,43,58
2016,,166,627.3873611064905,44,nicht gefoerdert,nicht gefoerdert,38,58
2017,,165,519.6633159670015,73,nicht gefoerdert,nicht gefoerdert,38,58
2018,,165,457.2556865181191,96,nicht gefoerdert,nicht gefoerdert,38,58
2016,9,632,133.4916155553397,75,nicht gefoerdert,nicht gefoerdert,48,58
2017,10,646,214.7712672457291,56,nicht gefoerdert,nicht gefoerdert,48,58
2018,12,673,168.6061221671057,80,nicht gefoerdert,nicht gefoerdert,48,58
2016,,125,,1,nicht gefoerdert,nicht gefoerdert,47,58
2017,,126,,4,nicht gefoerdert,nicht gefoerdert,47,58
